Title,Address,Latitude,Longitude,Found Address,Match Quality,Source
HUNTER COLLEGE,"695 Park Ave, New York, NY 10065, USA",40.7682912,-73.9644936,"695 Park Ave, New York, NY 10065, USA",Match,Google
HOFSTRA UNIVERSITY,"1000 Hempstead Turnpike, Hempstead, NY 11549, USA",40.716792,-73.5994041,"1000 Hempstead Turnpike, Hempstead, NY 11549, USA",Match,Google
THE JUILLIARD SCHOOL,"60 Lincoln Center Plaza, New York, NY 10023, USA",40.7737587,-73.9828286,"60 Lincoln Center Plaza, New York, NY 10023, USA",Match,Google
KEUKA COLLEGE,"141 Central Ave, Keuka Park, NY 14478, USA",42.6151505,-77.0905414,"141 Central Ave, Keuka Park, NY 14478, USA",Match,Google
COASTAL CAROLINA UNIVERSITY,"100 Chanticleer Dr E, Conway, SC 29528, USA",33.7949658,-79.01173,"100 Chanticleer Dr E, Conway, SC 29528, USA",Match,Google
SUNY COLLEGE AT NEW PALTZ,"1 Hawk Dr, New Paltz, NY 12561, USA",41.7390054,-74.0851655,"1 Hawk Dr, New Paltz, NY 12561, USA",Match,Google
MANHATTAN COLLEGE,"4513 Manhattan College Pkwy, Bronx, NY 10471, USA",40.8899623,-73.9010623,"4513 Manhattan College Pkwy, Bronx, NY 10471, USA",Match,Google
SUNY MARITIME COLLEGE LIBRARY,"6 Pennyfield Ave, Bronx, NY 10465, USA",40.8057131,-73.7915481,"6 Pennyfield Ave, Bronx, NY 10465, USA",Match,Google
MANHATTAN SCHOOL OF MUSIC,"120 Claremont Ave, New York, NY 10027, USA",40.8123504,-73.9613218,"120 Claremont Ave, New York, NY 10027, USA",Match,Google
NEW YORK LAW SCHOOL,"185 W Broadway, New York, NY 10013, USA",40.717982,-74.006988,"185 W Broadway, New York, NY 10013, USA",Match,Google
NIOGA LIBRARY SYSTEM,"6575 Wheeler Rd, Lockport, NY 14094, USA",43.222864,-78.670003,"6575 Wheeler Rd, Lockport, NY 14094, USA",Match,Google
NORTH COUNTRY COMMUNITY COLLEGE,"23 Santanoni Ave, Saranac Lake, NY 12983, USA",44.3188396,-74.1211266,"23 Santanoni Ave, Saranac Lake, NY 12983, USA",Match,Google
THE NEW YORK SOCIETY LIBRARY,"53 E 79th St, New York, NY 10075, USA",40.77634,-73.96144,"53 E 79th St, New York, NY 10075, USA",Match,Google
NEW YORK INSTITUTE OF TECHNOLOGY,"1855 Broadway, New York, NY 10023, USA",40.7696926,-73.9825863,"1855 Broadway, New York, NY 10023, USA",Match,Google
SUNY COLLEGE AT OLD WESTBURY,"223 Store Hill Road, Old Westbury, NY 11568, USA",40.7992391,-73.5738915,"223 Store Hill Road, Old Westbury, NY 11568, USA",Match,Google
SUNY COLLEGE AT PURCHASE,"735 Anderson Hill Rd, Purchase, NY 10577, USA",41.0470389,-73.7004189,"735 Anderson Hill Rd, Purchase, NY 10577, USA",Match,Google
QUEENSBOROUGH COMMUNITY COLLEGE,"222-05 56th Ave, Bayside, NY 11364, USA",40.7554539,-73.7574316,"222-05 56th Ave, Bayside, NY 11364, USA",Match,Google
NYC HEALTH AND HOSPITALS QUEENS LIBRARY,"82-68 164th St, Jamaica, NY 11432, USA",40.7174553,-73.8043343,"82-68 164th St, Jamaica, NY 11432, USA",Match,Google
SUNY COLLEGE AT POTSDAM,"44 Pierrepont Ave, Potsdam, NY 13676, USA",44.6643102,-74.9761059,"44 Pierrepont Ave, Potsdam, NY 13676, USA",Match,Google
QUEENS BOROUGH PUBLIC LIBRARY,"89-11 Merrick Blvd, Jamaica, NY 11432, USA",40.7078838,-73.7947153,"89-11 Merrick Blvd, Jamaica, NY 11432, USA",Match,Google
SCOTT COMMUNITY COLLEGE IOWA,"500 Belmont Road, Bettendorf, IA 52722, USA",41.5475463,-90.4684046,"500 Belmont Road, Bettendorf, IA 52722, USA",Match,Google
VITERBO UNIVERSITY,"900 Viterbo Dr, La Crosse, WI 54601, USA",43.8031114,-91.2445494,"900 Viterbo Dr, La Crosse, WI 54601, USA",Match,Google
SAGE COLLEGE,"140 New Scotland Ave, Albany, NY 12208, USA",42.6514661,-73.7825767,"140 New Scotland Ave, Albany, NY 12208, USA",Match,Google
SAINT JOHNS UNIVERSITY,"8000 Utopia Pkwy, Jamaica, NY 11439, USA",40.7220627,-73.7942112,"8000 Utopia Pkwy, Jamaica, NY 11439, USA",Partial Match,Google
ST. JOHNS UNIVERSITY SCHOOL OF LAW,"81-50D Utopia Pkwy, Jamaica, NY 11432, USA",40.7216882,-73.7919162,"81-50D Utopia Pkwy, Jamaica, NY 11432, USA",Partial Match,Google
TOURO LAW CENTER,"225 Eastview Dr, Central Islip, NY 11722, USA",40.76219,-73.187972,"225 Eastview Dr, Central Islip, NY 11722, USA",Match,Google
MID-YORK LIBRARY SYSTEM,"1600 Lincoln Ave, Utica, NY 13502, USA",43.094718,-75.256316,"1600 Lincoln Ave, Utica, NY 13502, USA",Match,Google
MADISON ONEIDA BOCES SCHOOL LIBRARY SYSTEM,"4937 Spring Rd, Verona, NY 13478, USA",43.1413984,-75.5604633,"4937 Spring Rd, Verona, NY 13478, USA",Match,Google
BOCES ONONDAGA CORTLAND & MADISON,"250 Port Watson St, Cortland, NY 13045, USA",42.5990605,-76.1593569,"250 Port Watson St, Cortland, NY 13045, USA",Match,Google
ONEIDA/HERKIMER BOCES,"4747 Middle Settlement Rd, New Hartford, NY 13413, USA",43.0938127,-75.3220842,"4747 Middle Settlement Rd, New Hartford, NY 13413, USA",Match,Google
SAINT JOSEPHS HOSPITAL HEALTH CENTER LIBRARY,"350 W Thomas Rd, Phoenix, AZ 85013, USA",33.4819191,-112.0793604,"350 W Thomas Rd, Phoenix, AZ 85013, USA",Partial Match,Google
FAXTON SAINT LUKES HEALTHCARE MEDICAL LIBRARY,"1676 Sunset Ave, Utica, NY 13502, USA",43.0910821,-75.2580789,"1676 Sunset Ave, Utica, NY 13502, USA",Partial Match,Google
MOHAWK VALLEY COMMUNITY COLLEGE,"1101 Sherman Dr, Utica, NY 13501, USA",43.077007,-75.218217,"1101 Sherman Dr, Utica, NY 13501, USA",Match,Google
SCHOOL OF VISUAL ARTS LIBRARY,"380 2nd Ave, New York, NY 10010, USA",40.7369103,-73.981241,"380 2nd Ave, New York, NY 10010, USA",Match,Google
WAGNER COLLEGE,"1 Campus Rd, Staten Island, NY 10301, USA",40.6149796,-74.0944049,"1 Campus Rd, Staten Island, NY 10301, USA",Match,Google
UNION COLLEGE/NEW YORK,"807 Union St, Schenectady, NY 12308, USA",42.8177125,-73.9295987,"807 Union St, Schenectady, NY 12308, USA",Match,Google
CITY COLLEGE OF NEW YORK,"160 Convent Ave, New York, NY 10031, USA",40.8200471,-73.9492724,"160 Convent Ave, New York, NY 10031, USA",Match,Google
BELLEVUE COMMUNITY COLLEGE,"3000 Landerholm Cir SE, Bellevue, WA 98007, USA",47.5843604,-122.1482167,"3000 Landerholm Cir SE, Bellevue, WA 98007, USA",Match,Google
FORDHAM LAW SCHOOL LIBRARY,"140 W 62nd St, New York, NY 10023, USA",40.7709476,-73.9851325,"140 W 62nd St, New York, NY 10023, USA",Match,Google
NEW YORK UNIVERSITY,"New York, NY 10003, USA",40.7295134,-73.9964609,"New York, NY 10003, USA",Match,Google
CAYUGA COUNTY COMMUNITY COLLEGE,"197 Franklin St, Auburn, NY 13021, USA",42.9438003,-76.5435399,"197 Franklin St, Auburn, NY 13021, USA",Match,Google
